sequence,length,dedup_strategy,task_role,label_source_mode,is_from_merged_backbone,contains_merged,ic50_uM_min,ic50_uM_max,ic50_uM_median,ic50_uM_mean,ic50_spread_ratio_max_min,source_count,record_count_total,row_count_after_filter,source_db_set,source_table_set,source_file_set,origin_source_set,high_confidence_flag,conflict_flag,tier_23,raw_record_ids,citation_ids,notes,is_main_23,is_aux_45,weight_len,weight_quality,sample_weight
PSFQP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,73.0,73.0,73.0,73.0,1.0,3,7,7,,,,biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000019 || 2637 || mbpdb_ace_000162 || MBPDB_P05814_PSFQP_57-61 || 2431 || 5335 || 5965 || 6304 || 6790,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=2637 || 10.1080/00021369.1989.10869621 || Milk (human β casein) || Human (Human Beta Casein) || Human (Synthetic peptide of Human beta casein),"BIOPEP-UWM || Inhibition of Angiotensin-converting Enzyme by Synthetic Peptides of Human β-Casein || Homo sapiens || Beta-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981) || RP-HPLC, TLC, FAB-MS",False,True,0.5,0.8,0.4
PSNPP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,192.27,192.27,192.27,192.27,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000318 || 9018,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9018,BIOPEP-UWM,False,True,0.5,0.7,0.35
PSSNK,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,129.0,129.0,129.0,129.0,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,3740,Fungi (Agaricus bisporus),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || ACE inhibitory assay kit (ACE kit-WST, Dojindo Lab || SEC, RP-HPLC, LC-MS/MS",False,True,0.5,0.7,0.35
PTPAP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,33.0,33.0,33.0,33.0,1.0,2,3,3,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,mbpdb_ace_000051 || MBPDB_P07498_PTPAP_142-146 || 5336 || 6050,10.1080/00021369.1989.10869621 || Milk (human casein),Inhibition of angiotensin-converting enzyme by synthetic peptide fragments of human kappa-casein || Homo sapiens || Kappa-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981),False,True,0.5,0.8,0.4
PTPVP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,256.41,256.41,256.41,256.41,1.0,2,5,5,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000270 || 8200 || 2554 || 5337 || 6126 || 6761,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=8200 || Pork (Sus domesticus) || Pork meat,BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Sentandreu and Toldra (2006) || RP-HPLC,False,True,0.5,0.8,0.4
PVNKP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,46.1,46.1,46.1,46.1,1.0,1,1,1,,,,ferm_strict_core_standardized,False,False,,fermfoodb_ace_000194 || FMDB778,11410004,singleton || only_one_record_in_fermfoodb || Ace-inhibitory || ACE In hibitory activity using FAPGG as the substrate,False,True,0.5,0.7,0.35
PVPQP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,110.0,110.0,110.0,110.0,1.0,3,7,7,,,,biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000004 || 2620 || mbpdb_ace_000160 || MBPDB_P05814_PVPQP_92-96 || 2449 || 5338 || 5989 || 6289 || 6814,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=2620 || 10.1080/00021369.1989.10869621 || Milk (human β casein) || Human (Human Beta Casein) || Human (Synthetic peptide of Human beta casein),"BIOPEP-UWM || Inhibition of Angiotensin-converting Enzyme by Synthetic Peptides of Human β-Casein || Homo sapiens || Beta-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981) || RP-HPLC, TLC, FAB-MS",False,True,0.5,0.8,0.4
QIGLF,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,75.0,75.0,75.0,75.0,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,4472,,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || LC-MS, HPLC",False,True,0.5,0.7,0.35
QKTAP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,30.0,30.0,30.0,30.0,1.0,2,3,3,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,mbpdb_ace_000050 || MBPDB_P07498_QKTAP_40-44 || 5339 || 6033,10.1080/00021369.1989.10869621 || Milk (human casein),Inhibition of angiotensin-converting enzyme by synthetic peptide fragments of human kappa-casein || Homo sapiens || Kappa-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981),False,True,0.5,0.8,0.4
RADFY,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,1350.0,1350.0,1350.0,1350.0,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000584 || 9813,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9813,BIOPEP-UWM,False,True,0.5,0.7,0.35
RADHP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,34.4415855238,34.4415855238,34.4415855238,34.4415855238,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2899,Egg white,small || exact_mass_value_converted_to_uM_by_molwt || mass_unit_ug_per_mL_converted_to_uM || Cushman and Cheung (1971) || RP-HPLC,False,True,0.5,0.7,0.35
RGLSK,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,87.0,87.0,87.0,87.0,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000662 || 10143,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10143,BIOPEP-UWM,False,True,0.5,0.7,0.35
RIGLF,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,116.0,116.0,116.0,116.0,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,3739,Fungi (Agaricus bisporus),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || ACE inhibitory assay kit (ACE kit-WST, Dojindo Lab || SEC, RP-HPLC, LC-MS/MS",False,True,0.5,0.7,0.35
RINKK,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,18.32,18.34,18.32898715781416,18.32966238593805,1.0010917030567683,3,3,3,,,,biopep_core_standardized || mbpdb_core_standardized || ferm_strict_core_standardized,False,False,,biopep_ace_000479 || 9244 || mbpdb_ace_000118 || MBPDB_P02666_RINKK_40-44 || fermfoodb_ace_000212 || FMDB796,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9244 || 10.1016/j.idairyj.2007.02.009 || 25829629,BIOPEP-UWM || ACE-inhibitory activity of probiotic yoghurt || Bos taurus || Beta-casein || singleton || only_one_record_in_fermfoodb || Ace-inhibitory || Spectrophotometric assay using HHL as substate,False,True,0.5,0.8,0.4
RMLGQ,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,354.81,354.81,354.81,354.81,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2482,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
RVCLP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,175.0,175.0,175.0,175.0,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000513 || 9434,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9434,BIOPEP-UWM,False,True,0.5,0.7,0.35
RVPSL,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,20.0,20.0,20.0,20.0,1.0,2,2,2,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000480 || 9245 || 4471,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9245,"BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || LC-MS, HPLC",False,True,0.5,0.8,0.4
RYLGY,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,0.71,1.895,0.71,0.947,2.6690140845070425,2,5,5,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,mbpdb_ace_000289 || MBPDB_P02662_RYLGY_105-109 || 1717 || 1757 || 2302 || 2611,"1) 10.1016/j.idairyj.2009.05.004, 2) 10.3390/foods9080991 || Enzymatic-hydrolysis (Hydrolysis with pepsin) || Casein || Miso paste with casein","1) Novel casein-derived peptides with antihypertensive activity, 2) In Silico and In Vitro Analysis of Multifunctionality of Animal Food-Derived Peptides || Bos taurus || Alpha-S1-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || Spectrophotometric, HPLC, UPLC || RP-HPLC-MS/MS",False,True,0.5,0.8,0.4
SKVPP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,74.13,74.22,74.22,74.19,1.001214083367058,1,3,3,,,,ahtpdb_clean_um_standardized,False,False,,2433 || 5340 || 6203,Fish (Skipjack tuna (Katsuwonus pelamis-Indonesian dried salted fish)),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || GFC, RP-HPLC, UF",False,True,0.5,0.7,0.35
SKVYP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,1.4,2530.83399416,1.4,633.7584985400001,1807.7385672571431,2,4,4,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000163 || 7504 || 2306 || 3640 || 6514,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7504 || Milk (Fermented Milk) || Milk and colostrum,BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || exact_mass_value_converted_to_uM_by_molwt || mass_unit_mg_per_mL_converted_to_uM,False,True,0.5,0.8,0.4
SLPQN,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,9.49,9.492519499860144,9.49,9.490839833286715,1.0002654899747254,3,3,3,,,,biopep_core_standardized || mbpdb_core_standardized || ferm_strict_core_standardized,False,False,,biopep_ace_000481 || 9246 || mbpdb_ace_000148 || MBPDB_P02666_SLPQN_84-88 || fermfoodb_ace_000213 || FMDB797,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9246 || 10.1016/j.idairyj.2007.02.009 || 25829629,BIOPEP-UWM || ACE-inhibitory activity of probiotic yoghurt || Bos taurus || Beta-casein || singleton || only_one_record_in_fermfoodb || Ace-inhibitory || Spectrophotometric assay using HHL as substate,False,True,0.5,0.8,0.4
SLVYP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,40.0,44.89,40.0,41.2225,1.12225,2,4,4,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,mbpdb_ace_000147 || MBPDB_P02666_SLVYP_72-76 || 2420 || 5341 || 5910,"10.1271/bbb1961.54.1101 || Milk (bovine, buffalo and ovine β-casein)",Inhibition of angiotensin-converting enzyme by synthetic peptide fragments of various β-caseins || Bos taurus || Beta-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981),False,True,0.5,0.8,0.4
STYQT,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,300.4,300.4,300.4,300.4,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,1234,Sweet-potato protein isolate,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || Absorption Chromatography, RP-HPLC",False,True,0.5,0.7,0.35
SVAKL,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,891.25,891.25,891.25,891.25,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2524,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
TGLKP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,51.57,51.57,51.57,51.57,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000321 || 9021,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9021,BIOPEP-UWM,False,True,0.5,0.7,0.35
TKIVP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,400.0,400.0,400.0,400.0,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2487,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
TKVIP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,400.0,400.0,400.0,400.0,1.0,2,4,4,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,mbpdb_ace_000271 || MBPDB_P02663_TKVIP_213-217 || 1724 || 2488 || 6496,10.3168/jds.S0022-0302(96)76487-1 || Enzymatic-hydrolysis (Hydrolysis with a proteinase from L. helveticus CP790) || Bovine,"Identification of an Antihypertensive Peptide from Casein Hydrolysate Produced by a Proteinase from Lactobacillus helveticus CP790 || Bos taurus || Alpha-S2-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || Spectrophotometric, HPLC, UPLC",False,True,0.5,0.8,0.4
TPRVF,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,200.0,200.0,200.0,200.0,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,6973,Soybean (Glycine max),small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
TVVPG,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,6.5,6.5,6.5,6.5,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2347,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
TYKEE,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,18.56945719920423,18.58,18.574728599602118,18.574728599602118,1.000567749540693,2,2,2,,,,biopep_core_standardized || ferm_strict_core_standardized,False,False,,biopep_ace_000482 || 9247 || fermfoodb_ace_000208 || FMDB792,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9247 || 25829629,BIOPEP-UWM || singleton || only_one_record_in_fermfoodb || Ace-inhibitory || spectrophotometric assay using HHL as substrate,False,True,0.5,0.8,0.4
TYKQE,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,18.6,18.6,18.6,18.6,1.0,1,1,1,,,,mbpdb_core_standardized,False,False,,mbpdb_ace_000268 || MBPDB_P02663_TYKQE_34-38,10.1016/j.idairyj.2007.02.009,ACE-inhibitory activity of probiotic yoghurt || Bos taurus || Alpha-S2-casein,False,True,0.5,0.7,0.35
TYLGS,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,0.86,2.56,1.71,1.71,2.976744186046512,1,2,2,,,,ahtpdb_clean_um_standardized,False,False,,2320 || 2865,Synthesized,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
VAGTW,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,534.0,1054.0,705.165,749.5825,1.9737827715355805,2,4,4,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000152 || 3980 || 1309 || 2523 || 6487,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3980 || Whey protein (Beta Lactoglobulin) || Whey protein,"BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Vermeirssen et al. || SDS-PAGE, RP-HPLC",False,True,0.5,0.8,0.4
VAWKL,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,31.62,31.97,31.97,31.85333333333333,1.0110689437065148,1,3,3,,,,ahtpdb_clean_um_standardized,False,False,,2404 || 5342 || 6201,Fish (Skipjack tuna (Katsuwonus pelamis-Indonesian dried salted fish)),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || GFC, RP-HPLC, UF",False,True,0.5,0.7,0.35
VCYNQ,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,2.0,2.0,2.0,2.0,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2031,Fish (Pollock),small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
VFKAF,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,100.1,100.1,100.1,100.1,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000455 || 9209,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9209,BIOPEP-UWM,False,True,0.5,0.7,0.35
VHIPP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,10.0,10.0,10.0,10.0,1.0,2,5,5,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000117 || 3525 || 2361 || 5343 || 5759 || 6443,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3525 || Cereals (Maize (Zea mays)) || Cereals (Maize endosperm),"BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || GFC, IEC, RP-HPLC, UF",False,True,0.5,0.8,0.4
VHLAP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,4.5,4.5,4.5,4.5,1.0,2,4,4,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000133 || 3545 || 2335 || 5760 || 6462,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3545 || Cereals (Maize (Zea mays)) || Cereals (Maize endosperm),"BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || GFC, IEC, RP-HPLC, UF",False,True,0.5,0.8,0.4
VHLPP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,18.0,18.0,18.0,18.0,1.0,2,5,5,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000118 || 3526 || 2376 || 5344 || 5756 || 6444,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3526 || Cereals (Maize (Zea mays)) || Cereals (Maize endosperm),"BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || GFC, IEC, RP-HPLC, UF",False,True,0.5,0.8,0.4
VIEPR,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,632.0,632.0,632.0,632.0,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000542 || 9709,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9709,BIOPEP-UWM,False,True,0.5,0.7,0.35
VIPEL,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,799.24,799.24,799.24,799.24,1.0,2,4,4,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000272 || 8202 || 2557 || 6129 || 6763,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=8202 || Pork (Sus domesticus) || Pork meat,BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Sentandreu and Toldra (2006) || RP-HPLC,False,True,0.5,0.8,0.4
VKAGE,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,141.56,141.56,141.56,141.56,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,1252,Sweet-potato tuber trypsin inhibitor,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || TLC (Holmquist et al., 1979) || TrypsinSepharose-4B AC",False,True,0.5,0.7,0.35
VKAGF,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,20.3,83.0,51.65,51.65,4.088669950738916,1,2,2,,,,ahtpdb_clean_um_standardized,False,False,,2439 || 2588,Porcine myosin B,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971), Katayama et al. 2004 || RP-HPLC",False,True,0.5,0.7,0.35
VLIVP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,1.69,4.2,1.69,2.00375,2.485207100591716,2,8,8,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000155 || 7415 || 1831 || 1981 || 2330 || 2755 || 5345 || 6222 || 6490,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7415 || Soybean glycinin || Soybean-derived || Glycinin from soybean || Soybean (Glycine max) || Soybean,"BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Wu and Ding, 2002 || RP-HPLC, IEC || HPLC, MALDI-TOF || Cushman and Cheung (1971) || RP-HPLC",False,True,0.5,0.8,0.4
VLPIP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,31.0,31.0,31.0,31.0,1.0,3,7,7,,,,biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000036 || 2657 || mbpdb_ace_000135 || MBPDB_P05814_VLPIP_176-180 || 2402 || 5346 || 6013 || 6321 || 6838,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=2657 || 10.1080/00021369.1989.10869621 || Milk (human β casein) || Human (Human Beta Casein) || Human (Synthetic peptide of Human beta casein),"BIOPEP-UWM || Inhibition of Angiotensin-converting Enzyme by Synthetic Peptides of Human β-Casein || Homo sapiens || Beta-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981) || RP-HPLC, TLC, FAB-MS",False,True,0.5,0.8,0.4
VLPYP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,36.0,36.0,36.0,36.0,1.0,2,6,6,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000031 || 2652 || 2409 || 5347 || 6020 || 6316 || 6845,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=2652 || Milk (human β casein) || Human (Human Beta Casein) || Human (Synthetic peptide of Human beta casein),"BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981) || RP-HPLC, TLC, FAB-MS",False,True,0.5,0.8,0.4
VPKVK,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,4.3,93.7,49.0,49.0,21.79069767441861,2,2,2,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,mbpdb_ace_000114 || MBPDB_P11839_VPKVK_110-114 || 4318,10.3168/jds.S0022-0302(06)72370-0 || Milk-Cheese (Sheep milk and cheeses proteins),Bioactive Peptides in Ovine and Caprine Cheeselike Systems Prepared with Proteases from Cynara cardunculus || Ovis aries || Beta-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.8,0.4
VRKGQ,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,1.5,1.5,1.5,1.5,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,1995,Legumin,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
VVGAK,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,1.14,1.14,1.14,1.14,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,1242,Sweet-potato tuber thioredoxinh,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || TLC (Holmquist et al., 1979) || Ni2+-chelate AC",False,True,0.5,0.7,0.35
VVPPA,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,79.43,79.5,79.5,79.4825,1.000881279113685,2,4,4,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000231 || 7664 || 1034 || 1865 || 2435,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7664 || Algae (Chlorella vulgaris),"BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || IEC, GFC, HPLC",False,True,0.5,0.8,0.4
VVVPP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,284.4,284.4,284.4,284.4,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2474,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
VVYPW,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,0.36,383.228473574,0.36,127.98282452466668,1064.5235377055556,1,3,3,,,,ahtpdb_clean_um_standardized,False,False,,2297 || 5010 || 6698,Porcine blood || Bulfrog (Rana catesbeiana Shaw) muscle protein,small || exact_molar_value || not_converted: ic50_type不是mass_unit || exact_mass_value_converted_to_uM_by_molwt || mass_unit_mg_per_mL_converted_to_uM || Spectrophotometric method by Matzui et al. || RP-HPLC,False,True,0.5,0.7,0.35
VYPHK,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,4.59,4.59,4.59,4.59,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2337,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
WHHTF,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,24.1,24.1,24.1,24.1,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2391,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
WLAHK,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,38.8,176.4,77.0,89.24000000000001,4.54639175257732,2,5,5,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,mbpdb_ace_000247 || MBPDB_P00711_WLAHK_123-127 || 1305 || 1332 || 2460 || 6478,"1) 10.1016/j.idairyj.2005.09.009, 2) 10.1017/s0022029999003982 || Whey (Whole whey protein) || Alpha-Lactoglobulin || Whey protein","1) Preparation of angiotensin-I-converting enzyme inhibitory hydrolysates from unsupplemented caprine whey fermentation by various cheese microflora, 2) Angiotensin I-converting enzyme inhibitory properties of whey protein digests: concentration and characterization of active peptides || Bos taurus || Alpha-lactalbumin || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Vermeirssen et al. || SDS-PAGE, RP-HPLC",False,True,0.5,0.8,0.4
