sequence,length,dedup_strategy,task_role,label_source_mode,is_from_merged_backbone,contains_merged,ic50_uM_min,ic50_uM_max,ic50_uM_median,ic50_uM_mean,ic50_spread_ratio_max_min,source_count,record_count_total,row_count_after_filter,source_db_set,source_table_set,source_file_set,origin_source_set,high_confidence_flag,conflict_flag,tier_23,raw_record_ids,citation_ids,notes
IPA,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,141.0,20000.0,141.0,141.0,141.84397163120568,3,21,11,,,,merged_short23_tiered_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_001234 | ace_merged_001235 | ace_merged_001236 | ace_merged_001237 | ace_merged_001238 | ace_merged_001239 | ace_merged_001240 | ace_merged_001241 | ace_merged_001242 | ace_merged_001243 | ace_merged_001244 || 1300 | 1588 | 1661 | 1740 | 2261 | 2579 | 5218 | 5562 | 5947 | 6426 | MBPDB_P02754_IPA_94-96 || mbpdb_ace_000075 || MBPDB_P02754_IPA_94-96 || 1300 || 1661 || 1740 || 2261 || 2579 || 5218 || 5562 || 5947 || 6426,10.3168/jds.S0022-0302(98)75878-3 || Whey (Whole whey protein) || Lactogloblin || Enzymatic-hydrolysis (Hydrolysis with proteinase K) || Milk derived || Cheese whey protein || Beta Lactoglobulin || Milk (cheese whey) || Whey protein,"source_count=2; spread_ratio=141.8440 || multi-source evidence but conflicting IC50 range || AHTPDB | MBPDB || Structural analysis of new antihypertensive peptides derived from cheese whey protein by proteinase K digestion || Bos taurus || Beta-lactoglobulin || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Yamamoto et al. || HIC, RP-HPLC || Enzymatic Hydrolysis of milk proteins || Cushman and Cheung (1971) || Spectrophotometric, HPLC, UPLC || RP-HPLC, GF || GFC, RP-HPLC, HIC"
IPF,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,8.78,8.78,8.78,8.78,1.0,2,2,2,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_001245 || 5106,Egg (cooked egg protein),"only_one_record_after_merge || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || CEC, GF, LC-MS"
IPN,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,141.0,141.0,141.0,141.0,1.0,2,2,2,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_001246 || 5127,Casein β-lg f,only_one_record_after_merge || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Yamamoto et al. || RP-HPLC
IPP,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,5.0,5000000.0,9.0,9.0,1000000.0,4,94,18,,,,merged_short23_tiered_standardized || mbpdb_core_standardized || ferm_strict_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_001247 | ace_merged_001248 | ace_merged_001249 | ace_merged_001250 | ace_merged_001251 | ace_merged_001252 | ace_merged_001253 | ace_merged_001254 | ace_merged_001255 | ace_merged_001256 | ace_merged_001257 | ace_merged_001258 | ace_merged_001259 | ace_merged_001260 | ace_merged_001261 | ace_merged_001262 | ace_merged_001263 | ace_merged_001264 | ace_merged_001265 | ace_merged_001266 | ace_merged_001267 | ace_merged_001268 | ace_merged_001269 | ace_merged_001270 | ace_merged_001271 | ace_merged_001272 | ace_merged_001273 | ace_merged_001274 | ace_merged_001275 | ace_merged_001276 | ace_merged_001277 | ace_merged_001278 | ace_merged_001279 | ace_merged_001280 | ace_merged_001281 | ace_merged_001282 | ace_merged_001283 | ace_merged_001284 | ace_merged_001285 | ace_merged_001286 | ace_merged_001287 | ace_merged_001288 | ace_merged_001289 | ace_merged_001290 | ace_merged_001291 | ace_merged_001292 | ace_merged_001293 | ace_merged_001294 || 1276 | 1545 | 1625 | 1672 | 1710 | 2243 | 2741 | 2970 | 3629 | 4965 | 5126 | 5219 | 5514 | 5573 | 6046 | 6093 | 6440 | FMDB1036 | FMDB1044 | FMDB179 | FMDB2004 | FMDB2006 | FMDB2009 | FMDB2011 | FMDB2013 | FMDB2015 | FMDB2017 | FMDB2019 | FMDB2022 | FMDB2025 | FMDB2027 | FMDB2029 | FMDB2031 | FMDB2033 | FMDB2034 | FMDB2035 | FMDB2037 | FMDB2039 | FMDB2040 | FMDB793 | FMDB794 | FMDB821 | FMDB825 | FMDB829 | FMDB833 | FMDB837 | FMDB841 | MBPDB_P02668_IPP_129-131 || mbpdb_ace_000031 || MBPDB_P02668_IPP_129-131 || fermfoodb_ace_000032 | fermfoodb_ace_000209 | fermfoodb_ace_000210 | fermfoodb_ace_000226 | fermfoodb_ace_000230 | fermfoodb_ace_000234 | fermfoodb_ace_000238 | fermfoodb_ace_000242 | fermfoodb_ace_000246 | fermfoodb_ace_000415 | fermfoodb_ace_000423 | fermfoodb_ace_000777 | fermfoodb_ace_000779 | fermfoodb_ace_000782 | fermfoodb_ace_000784 | fermfoodb_ace_000786 | fermfoodb_ace_000788 | fermfoodb_ace_000790 | fermfoodb_ace_000792 | fermfoodb_ace_000795 | fermfoodb_ace_000798 | fermfoodb_ace_000800 | fermfoodb_ace_000802 | fermfoodb_ace_000804 | fermfoodb_ace_000806 | fermfoodb_ace_000807 | fermfoodb_ace_000808 | fermfoodb_ace_000810 | fermfoodb_ace_000812 | fermfoodb_ace_000813 || FMDB1036 | FMDB1044 | FMDB179 | FMDB2004 | FMDB2006 | FMDB2009 | FMDB2011 | FMDB2013 | FMDB2015 | FMDB2017 | FMDB2019 | FMDB2022 | FMDB2025 | FMDB2027 | FMDB2029 | FMDB2031 | FMDB2033 | FMDB2034 | FMDB2035 | FMDB2037 | FMDB2039 | FMDB2040 | FMDB793 | FMDB794 | FMDB821 | FMDB825 | FMDB829 | FMDB833 | FMDB837 | FMDB841 || 1276 || 1672 || 1710 || 2243 || 2741 || 2970 || 3629 || 4965 || 5126 || 5219 || 5514 || 5573 || 6046 || 6093 || 6440,"1) 10.1016/j.idairyj.2016.01.009, 2) 10.1016/j.idairyj.2007.02.009, 3) 10.1016/j.idairyj.2013.10.009, 4) 10.1016/j.idairyj.2009.11.017, 5) 10.1089/jmf.2009.0253, 6) 10.1016/j.foodchem.2014.09.098, 7) 10.3168/jds.S0022-0302(95)76689-9, 8) 10.3168/jds.2019-17976 || 21985248 | 25151888;12369200 | 25829629 || Cereals (Rye) || Casein || Fermentation with L. helveticus and S. cerevisiae || Milk derived || Milk (Skimmed milk) || Milk || Cheese (Swiss) || Β- and κ-casein || Casein β-lg f || Milk (human casein) || Milk (sour milk) || Sour milk","source_count=3; spread_ratio=1000000.0000 || multi-source evidence but conflicting IC50 range || AHTPDB | FermFooDb | MBPDB || https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB1036 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB1044 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB179 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2004 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2006 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2009 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2011 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2013 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2015 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2017 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2019 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2022 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2025 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2027 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2029 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2031 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2033 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2034 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2035 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2037 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2039 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2040 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB793 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB794 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB821 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB825 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB829 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB833 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB837 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB841 || 1) Release of angiotensin converting enzyme-inhibitory peptides during in vitro gastro-intestinal digestion of camel milk, 2) ACE-inhibitory activity of probiotic yoghurt, 3) Screening milk-derived antihypertensive peptides using quantitative structure activity relationship (QSAR) modelling and in vitro/in vivo studies on their bioactivity, 4) Biological effects of casein-derived tripeptide powders are not affected by fermentation process, 5) Hemodynamic Effects of Lactotripeptides from Casein Hydrolysate in Mediterranean Normotensive Subjects and Patients with High-Normal Blood Pressure: A Randomized, Double-Blind, Crossover Clinical Trial, 6) Antihypertensive effect of the bovine casein-derived peptide Met-Lys-Pro, 7) Purification and Characterization of Angiotensin I-Converting Enzyme Inhibitors from Sour Milk, 8) Characterization of casein-derived peptide bioactivity: Differential effects on angiotensin-converting enzyme inhibition and cytokine and nitric oxide production || Bos taurus || Kappa-casein || conflicting || spread_ratio=970873.7864 || Ace-inhibitory | Ace-inhibitory;Anti-hypertensive || Fate of ACE-inhibitory peptides during the bread-making process: Quantification of peptides in sourdough, bread crumb, steamed bread and soda crackers || Spectrophotometric assay using HHL as substarte | Spectrophotometric assay using HHL as substate | spectrophotometric assay using HHL as substrate || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || UF, LC-MS || Enzymatic Hydrolysis of milk proteins || Spectrophotometric, HPLC, UPLC || RP-HPLC || HPLC, LC-MS || HPLC || Kasahara and Ashihara (1981) || GFC, RP-HPLC, UF"
IPQ,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,640.0830620720619,640.0830620720619,640.0830620720619,640.0830620720619,1.0,2,2,2,,,,merged_short23_tiered_standardized || ferm_strict_core_standardized,False,False,Tier C,ace_merged_001295 || FMDB2081 || fermfoodb_ace_000835,12957917,only_one_record_after_merge || single-source evidence with usable IC50 || FermFooDb || https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2081 || singleton || only_one_record_in_fermfoodb || Ace-inhibitory || Spectrophotometric assay using HHL and furanacryloyl-Phe-Gly-Gly as substate
IPY,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,206.0,206.0,206.0,206.0,1.0,3,6,4,,,,merged_short23_tiered_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier B,ace_merged_001296 | ace_merged_001297 | ace_merged_001298 || 2259 | 6706 | MBPDB_P04654_IPY_217-219 || mbpdb_ace_000279 || MBPDB_P04654_IPY_217-219 || 2259 || 6706,10.1016/j.idairyj.2004.04.007 || Milk derived,source_count=2; spread_ratio=1.0000 || 2 sources and consistent within acceptable spread || AHTPDB | MBPDB || Angiotensin converting enzyme-inhibitory activity of peptides isolated from Manchego cheese Stability under simulated gastrointestinal digestion || Ovis aries || Alpha-S2-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit
IQA,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,32.9,32.9,32.9,32.9,1.0,2,2,2,,,,merged_short23_tiered_standardized || mbpdb_core_standardized,False,False,Tier C,ace_merged_001299 || MBPDB_P02666_IQA_202-204 || mbpdb_ace_000217,10.1016/j.foodchem.2014.01.056,only_one_record_after_merge || single-source evidence with usable IC50 || MBPDB || Characterisation of the hydrolytic specificity of Aspergillus niger derived prolyl endoproteinase on bovine β-casein and determination of ACE inhibitory activity || Bos taurus || Beta-casein
IQP,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,3.8,106.7,3.8,3.8,28.078947368421055,3,16,9,,,,merged_short23_tiered_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_001301 | ace_merged_001302 | ace_merged_001303 | ace_merged_001304 | ace_merged_001305 | ace_merged_001306 | ace_merged_001307 | ace_merged_001308 || 1931 | 2731 | 4261 | 5115 | 5220 | 6279 | 6758 | MBPDB_P02663_IQP_209-211 || mbpdb_ace_000278 || MBPDB_P02663_IQP_209-211 || 1931 || 2731 || 4261 || 5115 || 5220 || 6279 || 6758,10.1016/j.idairyj.2013.10.009 || Cereals (Wheat bran) || Nori (Porphyra yezoensis) || Algae (Spirulina platensis) || Cereals (Wheat (Triticum aestivum wheat bran)),"source_count=2; spread_ratio=28.0789 || multi-source evidence but conflicting IC50 range || AHTPDB | MBPDB || Screening milk-derived antihypertensive peptides using quantitative structure activity relationship (QSAR) modelling and in vitro/in vivo studies on their bioactivity || Bos taurus || Alpha-S2-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Modified Lieberman’s method || RPC, SEC, RP-HPLC || MALDI-TOF-MS, HPLC || RP-HPLC, UF || Cushman and Cheung (1971) || IEC, RP-HPLC, HIC"
IQW,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,0.0,10.0,1.4,1.4,,2,4,2,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier E,ace_merged_001309 | ace_merged_001310 | ace_merged_001311 || 2042 | 2206 | 9343 || 2042,Egg proteins,"spread_ratio_unavailable || unknown or insufficient evidence pattern || AHTPDB | BIOPEP-UWM || AHTPDB: ID 2042, 2206 BIOPEP-UWM database of bioactive peptides: ID 9161 PubChem: CID 46913346 SATPdb: ID satpdb23379 || small || exact_molar_value || not_converted: ic50_type不是mass_unit"
IQY,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,2.8,70.4,10.0,10.0,25.142857142857146,3,8,4,,,,merged_short23_tiered_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_001312 | ace_merged_001313 | ace_merged_001314 | ace_merged_001315 | ace_merged_001316 || 1970 | 1973 | 2095 | 2137 | MBPDB_P02668_IQY_49-51 || mbpdb_ace_000036 || MBPDB_P02668_IQY_49-51 || 1970 || 1973,10.1051/lait:2007019 || Egg proteins,"source_count=2; spread_ratio=25.1429 || multi-source evidence but conflicting IC50 range || AHTPDB | MBPDB || Casein hydrolysates as a source of antimicrobial, antioxidant and antihypertensive peptides || Bos taurus || Kappa-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971), Majumder & Wu (2009) || LC-MS/MS"
IRA,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,6.4,20000.0,6.4,6.4,3125.0,3,11,6,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_001317 | ace_merged_001318 | ace_merged_001319 | ace_merged_001320 | ace_merged_001321 | ace_merged_001322 || 1644 | 3547 | 5099 | 5221 | 5809 | 6464 || biopep_ace_000135 || 3547 || 5099 || 5221 || 5809 || 6464,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3547 || Α-zein || Cereals (Maize (Zea mays)) || Alpha-zein,"source_count=2; spread_ratio=3125.0000 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || HPLC || GFC, IEC, RP-HPLC"
IRP,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,1.8,20000.0,1.8,1.8,11111.111111111111,3,16,8,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_001327 | ace_merged_001328 | ace_merged_001329 | ace_merged_001330 | ace_merged_001331 | ace_merged_001332 | ace_merged_001333 | ace_merged_001334 | ace_merged_001335 || 1632 | 2038 | 2209 | 2571 | 5097 | 5222 | 5670 | 6533 | 7547 || biopep_ace_000170 || 7547 || 2038 || 2571 || 5097 || 5222 || 5670 || 6533,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7547 || Egg proteins || Fish (Bonito bowel) || Fish (Bonito (Sarda bowel autolysate)) || Cereals (Finnish),"source_count=2; spread_ratio=11111.1111 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1632, 2038, 2209, 2566, 2571, 3215, 4759, 5097, 5222, 5670, 6533 BindingDB: ID 50049812 ChEMBL: ID CHEMBL3322013 ChemSpider: ID ID10112049 DFBP: ID DFBPACEI1646 EROP-Moscow: ID E09041 J-GLOBAL: ID 200907047003951851 Nikkaji: ID J568.019K PubChem: CID 11937730 SATPdb: ID satpdb27620 ZINC: ZINC000008076380 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971), Maruyama and Suzuki || HPLC || Cushman and Cheung (1971) || RP-HPLC, IEC || GFC, IEC, RP-HPLC, HIC"
IRW,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,0.6,10.0,0.61,0.61,16.666666666666668,3,5,3,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_001336 | ace_merged_001337 | ace_merged_001338 || 2041 | 2211 | 9874 || biopep_ace_000600 || 9874 || 2041,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9874 || Egg proteins,"source_count=2; spread_ratio=16.6667 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1938, 2041, 2211 BioPepDB: ID biopep00589 BIOPEP-UWM database of bioactive peptides: ID 8213; 9875; 9876; 9877 EROP-Moscow: ID E23666 FeptideDB: ID 8213 PubChem: CID: 46912244 SATPdb: ID satpdb10670 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit"
IRY,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,0.59,0.6,0.595,0.595,1.0169491525423728,2,4,3,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_001339 | ace_merged_001340 || 1968 | 1971 || 1968 || 1971,Egg proteins,"source_count=1; spread_ratio=1.0169 || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971), Majumder & Wu (2009) || LC-MS/MS"
ITF,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,48.98,20000.0,49.0,49.0,408.32993058391185,3,5,3,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_001344 | ace_merged_001345 | ace_merged_001346 || 1624 | 5123 | 9062 || biopep_ace_000359 || 9062 || 5123,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9062 || Cereals (Buckwheat),"source_count=2; spread_ratio=408.3299 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1624, 2693, 5123 BioPepDB: ID biopep00597 BRENDA: Ligand Ile-Thr-Phe EROP-Moscow: ID E04103 SATPdb: ID satpdb20212 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Modified Lieberman’s method || GPC, HPLC"
ITH,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,28.77,28.77,28.77,28.77,1.0,2,2,2,,,,merged_short23_tiered_standardized || biopep_core_standardized,False,False,Tier C,ace_merged_001347 || 11314 || biopep_ace_000828,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=11314,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || ChEBI: ID 158784 EPA CompTox: ID DTXSID70776104 Metabolomics Workbench: ID 82984 PubChem: CID 145456280 UniChem: ID 176704823 Wikidata: ID Q106012363
ITP,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,9.5,14.9,12.2,12.2,1.568421052631579,3,4,3,,,,merged_short23_tiered_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier B,ace_merged_001348 | ace_merged_001349 || 1231 | MBPDB_P02663_ITP_134-136 || mbpdb_ace_000277 || MBPDB_P02663_ITP_134-136 || 1231,10.1016/j.foodchem.2015.04.130 || Sweet-potato protein isolate,"source_count=2; spread_ratio=1.5684 || 2 sources and consistent within acceptable spread || AHTPDB | MBPDB || Peptide identification and angiotensin converting enzyme (ACE) inhibitory activity in prolyl endoproteinase digests of bovine αs-casein || Bos taurus || Alpha-S2-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || Absorption Chromatography, RP-HPLC"
